"yyyymm","ACI","ATO","BM","BMJ","BMq_12","CEI","CIM_1","CIM_12","CIM_6","CLA","COP","CP","CPq_1","CPq_12","CPq_6","CTO","DAC","DP","DTV_12","Dur","EBP","EG_1","EG_12","EG_6","EM","EP","EPRD","EPq_1","EPq_12","EPq_6","ETL","ETR","GPA","HS","IA","IG","IG2","IOCA","IR","ISFF_1","IVC","IVFF_1","IVG","NOA","NSI","OA","OCA","OL","OPA","OPE","P52W_12","P52W_6","PDA","POA","PTA","R11_1","R11_12","R11_6","R6_1","R6_12","R6_6","ROE_1","ROE_6","RS_1","Resid11_1","Resid11_12","Resid11_6","Resid6_12","Resid6_6","Rev_1","Rev_12","Rev_6","SGq_1","SIM_1","SIM_12","SP","SPq_1","SPq_12","SPq_6","SRev","SUE_1","SUE_6","TA","TBIq_12","TBIq_6","TV_1","VHP","beta_1","dBE","dCOA","dFIN","dFNL","dII","dLNO","dNCA","dNCO","dNOA","dPIA","dROE_1","dROE_12","dROE_6","dWC","r10a","r10n","r15a","r1a","r1n","r20a","r5a","r5n","SMB","HML","RMW","CMA"
"196701",1.09341926222332,-0.95727576533441,-1.88551982825292,-1.78997915971783,-2.12980889091017,0.393089383947139,1.11313142358378,2.70001713210531,2.25227337907212,1.29855127723765,1.24635511064385,-1.35068332999392,-2.41021131314387,-2.82221731045222,-2.70064633379502,-2.30738044601269,-0.181757216470625,-0.882064134089776,1.1069570561121,1.96845795997183,-2.02879726654884,1.36856383112339,1.50000934022689,1.42911199610043,1.67088182987074,-1.80600932179218,-2.01922289020694,-2.05077818866037,-2.39539307337573,-2.24297565973891,-0.96991757639592,0.143956611247614,-0.225814021085285,0.00919012286095593,0.186382939359465,1.30196246722702,-0.445155600707526,0.348107508047485,2.24335875018466,-1.508610294926,-0.572932607449318,-1.70518642411387,0.34105161538506,-1.72032716632271,-0.316629469549483,-1.11849768355109,-0.0051789898561675,-1.25188722995378,1.60415949786236,1.16667194480686,3.00623424435394,2.57728976113758,-0.651763320246906,-0.501940115073025,0.09932733435404,0.898490800006132,1.24111758188952,1.04385009396974,1.83999843111527,2.85800521203832,2.30999590428683,0.692449792180338,0.723001349540791,1.31325264671823,0.928222580367614,1.30875333575342,1.11825231102282,1.57206791698191,1.25412630453645,0.617524013684786,0.696278060173381,0.656413050096112,0.158095420721191,1.12566727526338,3.1048334909518,-2.28754439052019,-2.21421282274426,-2.49569303366238,-2.34684112960326,0.0203726352017293,1.01924844919562,1.15338467387653,-0.0393133460894032,-0.49446238137145,-0.454406351973119,-1.46752272126799,-1.95180628063205,-1.54688808046528,0.18866084477908,1.54408917780329,0.675720258394372,-0.851335674486344,-0.10321142221593,1.08960552180317,0.301339004424255,0.545513451955493,0.763147442473777,1.20784541992785,0.8816642874448,1.26731667114466,1.0721736332561,-1.68378188633974,-1.99686371135679,1.05439416718059,0.192093256280381,-1.55737366100698,0.857998703394247,-2.12922537645293,-1.40691558973038,1.29310355321598,2.96836681562851,0.765193641207501,0.425715090826611,-1.58059820453453
"196702",1.48522517235178,-0.814378872761408,0.813594006594191,0.741478227241256,1.16970295752119,-1.11501168473156,-1.36537628119599,-3.15603933571745,-2.63267343551939,0.049622021495782,0.105863045580619,0.791746116232168,0.47898854876424,0.772921597400863,0.739626913420484,-1.38631789736358,1.01196126410919,1.27724498487935,0.675134105556257,-0.907318038772355,1.08486241142803,-0.864370398047965,-0.847560752947976,-0.807501131478718,-1.23847011587974,0.881309475868825,1.1806694714288,0.682272982475577,0.928290727261146,0.86922414928495,1.20924747944985,-0.25121040376354,-1.95974523108496,-0.719265519334579,0.0830424424708153,0.913158999867589,0.212423164454161,-1.31822509341742,-0.603436794705756,0.528991581457948,-1.18686184959066,-0.660749768271162,-0.730666157222995,-1.20568747012756,-0.8178053498785,0.276207502586544,-0.645310914027379,-0.433414344964772,0.159914312979178,-0.649511647700649,-0.403449609798514,-0.34588340892648,1.10623917654393,-1.23246892997577,0.167240809919244,-0.715664813290096,-0.872753233418801,-0.734034839253216,-0.210257208116057,-0.279515659364402,-0.225919821838011,-1.33231370219589,-0.879422781068196,-0.0868797281312909,-1.02899926503623,-1.68216384528548,-1.43730950372449,-1.02348599807472,-0.816491894939561,0.0775773631103916,0.125625194360127,0.118432594268896,-1.26217351616943,-0.0416120547528728,0.25671419883906,0.160978403519104,0.0461103998269227,0.11251876165005,0.105807747239193,-0.506909520823132,-1.03593957461576,-1.08588213809535,0.150336266159477,-1.647331019534,-1.51388196004394,-0.607509296935131,0.948790151584024,-0.280291862449651,-1.29766107542877,-0.595860783702808,0.983610504207862,-0.951001046461011,0.0140370384373753,-0.978335066703551,-1.3429890571154,-1.57453220343957,-1.42446867397603,-1.57278550539676,-1.09494648804038,-1.48556926248591,-1.25681941213198,-1.24974047468888,-0.477617096159126,-1.18104422982318,-0.081078505326377,-0.67280682845648,-0.483244614602717,-0.261043729529194,0.189701782730741,0.0991691621298649,0.99815411602453,-0.748339155718349,0.882471907025995,-0.495187412180122
"196703",0.447545724867421,-0.345354010459859,-0.249776463826262,0.0234548091828696,-0.324476999158486,-0.688378333237994,-0.13303541939308,-0.343872241270847,-0.28684791870646,0.687505104272204,0.632150847105867,-0.365714575359155,-0.176110384390096,-0.514224944694241,-0.492073982570791,-0.750072168915652,0.225754130902688,0.209507022176898,0.406684712707383,0.462890923743554,-0.586990534487,0.301340818308875,0.31607629611853,0.301137075851578,0.206767497164078,-0.900109833154886,0.0742822206868025,-0.348391474487337,-0.467537551846415,-0.437788419972164,0.0786037565556503,1.47979091886389,-0.98723160072371,1.1957401723636,-0.479561942512491,0.375228960597979,-0.181725995593801,-0.341550466213692,0.535679392852577,-2.04736062693247,-1.04559968978083,-0.0946587193177197,-0.576872663355413,-1.66260480981892,-0.383141449524526,-0.190649771016108,-0.581978012650687,0.324572524629327,0.695704616667988,-0.158752144938733,-0.359166899156347,-0.30791917611667,0.0376957007782932,-0.284753238980724,-0.230192570374661,-0.485976155978159,-0.55213071892638,-0.464373167574857,-0.733881425854412,-0.605208091263533,-0.489162233214734,-0.0897331645039072,-0.391630019998134,0.299972792652318,-1.11109451365659,-0.646111354496815,-0.552063934131798,-0.525219597439535,-0.418996982058852,-0.0959229832258988,-0.18036548989456,-0.170038764863977,0.0206958777777959,0.311172497674057,0.297064797177231,-0.428580559328594,-0.070144490153208,-0.0439441035880192,-0.0413231228011118,0.274216393532334,0.74304187029289,0.60528355521866,-0.454626007077455,-0.343831721218067,-0.315978169457487,-0.0486534527280526,-0.808960366590926,-0.030910495353862,-0.317854845830813,-0.167308009048731,1.27896432821379,-1.16289109124673,-0.127580290975231,0.719838693957777,-0.484582992952216,-0.805176891585604,-0.865224688788217,0.106138325600471,0.309985788862868,0.36282594361021,0.306957541913157,0.125523949806608,0.0178224635328937,-0.100733517783036,0.0613932412683229,-0.177275902744563,-0.367336500248421,0.530432026000159,0.652054891288668,-0.204964618833238,0.60998307090388,0.124723192619725,0.381369768865505,-0.800302888371914
"196704",0.0933251048148004,-1.87795772823599,0.634687684885912,0.830068684855534,0.265468784073768,1.49032149044307,-0.00910536951806772,0.498700740532174,0.416001212980585,-0.592212815008631,-0.583760463882331,0.570000532824917,0.907513509551907,0.488153862206442,0.467125948598362,-0.836794562464677,-0.361677199151779,-0.334517840209501,-0.143357922998603,-1.15592080593521,0.569897886373807,1.22741139701672,1.22825949727978,1.17020630126297,-0.444007413212461,0.724796501462372,0.654612069802449,0.764633901764309,0.675261436973831,0.632294959823927,-0.342564093318469,0.645969609677675,-1.59894724391335,-0.154654266337835,-1.42184334002455,-0.183448843745416,-0.266633058399052,-0.155356446616492,-0.28963571200879,1.54141988728741,-0.189462577219223,0.420324458117639,-0.537558261926874,0.921029717644285,-0.331294550012274,-1.23154931922515,-0.823481332002904,-0.443289051434427,-0.478500567406033,-0.789982979450321,0.528659865224835,0.453228041137277,-0.114217308531054,-1.23396318607811,0.0792323881594043,0.0457133379447895,0.299700024304782,0.252064673886096,-0.0754644199429735,0.265812160893487,0.214843905947837,1.1376453802563,1.04722892589313,2.12237234363316,0.496900431385755,1.44317821270114,1.23311041697691,0.760140718864302,0.606406670080234,-0.70160810588086,-0.774541547222035,-0.730195605059816,0.902574045146599,-0.200946448227568,-1.24517199342381,0.234472322426679,0.561622059517485,0.418929584372824,0.393943151562583,0.346859493296936,1.83066084010985,2.02011074267846,-0.967063891939327,-0.500760249671062,-0.460194034650406,0.108948935953746,0.434904179951873,-0.395452465368937,-1.14252083632798,-1.01010451768319,0.243463009876347,-0.514469028739734,-0.761455894725947,-0.421496495854013,-1.77345906000559,-1.90546028439938,-1.36632261267242,-0.889835551239415,1.08998507139886,1.47991461298093,1.25203547277209,-0.134138026888803,0.384591314474148,-1.17608825896407,-0.332706308414664,0.0588689790246094,0.454489848282653,0.600526388311037,-1.88252275454609,-1.0107633359918,0.140263486892336,-0.835982480261939,1.03324600169375,-1.83569475020308
"196705",1.24650434013833,-0.0285650840605251,-0.495354836696067,-0.692215658272777,-0.249007264844126,-0.313043018805924,0.630994644184456,0.385600354781207,0.321656260513167,0.461654875387673,0.439654968296724,-0.418885178464981,-0.443194383719194,-0.746918408357043,-0.714743848286524,-0.0391385604483273,0.184045700664527,-0.00802305525924355,1.60942195338522,0.578986170118424,-0.129593721536825,-0.168780486190862,-0.173273675004019,-0.165083963756649,0.441400628116164,-0.303561678042765,-0.445554044957028,-0.444544475875663,-0.84649706533758,-0.792634968638733,-0.471245542899582,-0.861107445132195,0.132224346643368,0.393514417443826,1.42981563217526,0.63517111495651,1.1714686548068,-1.42631890186558,0.509626743638669,0.534417783271567,0.542015085057148,-0.481340427399907,0.730633476922556,-0.95470379311168,0.438362615337952,0.316132329883497,0.088350055766654,-0.255862171534068,0.928121856947751,0.999582706917298,-0.292768292781429,-0.25099465378935,0.563308064716891,0.153096282833237,0.80869754145634,-0.576869213136865,-0.612441167154705,-0.515097666179293,-0.324258485310945,-0.566128570379864,-0.457576030081681,-0.127787439936239,-0.188022760481678,-0.32639690896953,-0.514396562526127,-0.709218384566595,-0.605985158467545,-0.563810691419442,-0.449783251251315,0.528611145462373,0.549421030755736,0.517964237585652,-0.275372061462035,0.666978513635432,0.92168151027609,-0.452694733135099,-0.914581974084266,-0.845046583105811,-0.794645034831517,0.735242252835407,-0.21469031768932,-0.625631675379622,1.18758669687988,0.067403134776229,0.0619428570081856,-0.0776305945710815,-0.159388851672389,-0.171017100248721,1.12519648483559,0.843335342802086,0.0639642430862958,-0.378242992673859,1.55536798746319,0.811535761162245,1.4164400226771,1.5271830260037,0.919950393544561,1.04019298547966,-0.672374706158373,-1.14958180458587,-0.97256773165832,-0.245866738858979,0.167182185895269,-0.0134811500892214,-0.719033135808633,0.958390431246687,-0.0701817992924864,0.713961147537945,-0.317650584245456,0.228222349645069,0.74698461624058,0.367427783663514,-0.767174069927121,0.865327498052132
"196706",1.13993823754639,-1.34846732519581,-0.0409065166183522,-0.136732573914786,0.162803451126769,-0.794290541034783,-0.501243128551991,-0.821120567698996,-0.684954170714834,1.52265072915409,1.5220688857273,-0.261081828965167,-0.412270699015051,-0.712111702743992,-0.681436490430971,-2.21371709400249,0.225592970043962,0.654514313433945,1.09148929345982,-0.199042017454833,0.332295782673687,-0.182829066741272,-0.249180696460567,-0.237403270072032,0.169980366106846,-0.445397555340669,-0.435920569461709,-0.42457423712578,-0.606401286674712,-0.567816339273679,-0.741551986306782,-1.2805576381931,-1.6029234697774,0.903123338739608,-0.110795814463028,1.14048373750547,1.58745105957611,-0.428642264431839,0.129729884747049,-0.733126134957902,-0.64957714545951,-1.27067155479159,0.706940259104027,-1.34835665223292,0.222863800218814,-0.122660231917882,-0.486956715713376,-0.856733934290648,1.49822974407273,0.901209352333408,0.0728823148706277,0.0624831029840264,0.0662500279110565,-0.769249538250344,0.119918452059654,-0.809581709923749,-0.60548590393063,-0.509247896362172,-1.26713267355503,-1.22791380923911,-0.992467003983046,0.292899617382013,-0.223206259623601,0.671552923416164,-0.70036059557482,-0.759209906372017,-0.648699956789934,-0.908058824601186,-0.724409197399774,0.061860536121192,0.137208106356852,0.129352333131372,-0.0762286705303976,-0.886111112630455,-1.08693435288196,-0.770914929457344,-0.369200172653821,-0.667567886405274,-0.627751791380829,-0.38208642112799,-0.406867691298207,-0.693134211160804,0.0601916202837753,-1.27324561452223,-1.17010093519366,-1.2145580300264,-0.0586333456282801,-0.703180997358721,0.586019691257113,0.210893706163591,-0.680385801737526,0.66117399065683,1.30120496154381,0.96341187810647,-0.121629197625546,0.0304190936433896,0.0912827265689233,0.6286031426931,-0.550511744744436,-1.42750360786766,-1.20769478109308,-1.70158219322545,1.18174150158175,-0.292197676385773,1.56800591162279,-0.625698697514133,-1.19911489065308,0.0254958614559348,0.363593015206414,0.109812530467482,2.09742842027377,0.286526253315584,-0.274940996158853,-1.21045811866252
"196707",-0.130782770815681,-2.24380045620381,-0.633792357430744,-1.13852930434808,-0.847037699532358,0.502241199256016,0.565185959163504,0.89140664175712,0.557084481236184,0.62355172273757,0.561236411631135,-0.967592468196577,-1.27697423255466,-1.02467048767367,-0.949281355162753,-0.826660235281833,-0.705594471672007,-0.278592425608303,1.00125651327018,0.796211260015154,-0.876401536948375,0.987252270454624,1.03368855814517,1.0744508988903,0.868868439338324,-0.504896413342576,-0.425985322444849,-0.266987734397945,-0.574867911574636,-0.45403893577874,-0.270714856211046,-1.13385758392918,-0.521390034755525,1.45846142559653,0.874340054507596,0.624877650113702,-1.51482908461264,-2.72912520879264,0.936705565673587,0.980838557286612,0.836813661066497,-0.418883025815788,1.29995699087648,0.429628050429046,0.575085290272015,-0.773159026471014,-0.833510138631161,-1.24547829789966,0.995678739094628,1.18084934505919,0.63189000938952,0.497492968775239,0.556294138028867,1.23841347055682,0.192018374748741,0.42571828698419,0.291478449569802,0.227584658890536,0.136215289615268,0.151675856039642,0.117794349776606,1.22702363441939,1.35896008095867,1.18410009564544,0.535886655856127,1.61011937745107,1.50392720517787,0.960753838578233,1.00617949077115,-0.188881582713621,0.0975192899325015,0.0773498017790327,-0.392763297317927,-0.1833913626287,-0.109975160176585,-0.809845199242261,-0.752216684277212,-0.990160899354148,-0.934246440602466,0.122995714121985,2.59994391273853,2.82507848186905,0.906428053055671,0.823067610877796,0.806539222712142,-0.466896596715824,-0.291960731877543,-0.581754399198066,1.15885138781227,0.679769237695221,-0.531124029591276,0.883388859443021,-1.45717997240378,0.99593287973351,1.30317950065572,1.60532981521653,1.34721254719271,1.44533226062109,0.840094074637733,1.2482005799077,1.04921786453661,-0.147615402102275,-0.689367904147841,0.849494326111195,-0.902114540159719,0.765879374839596,0.301308019764509,-1.36060089654874,0.516238045141525,-0.0354591230859955,1.15472731069504,0.920254907707699,0.212857545413305,1.3505111241276
"196708",0.731254043504415,0.202957423779494,-0.346810063800825,-0.666650663231894,-0.510112285240451,0.540606314989728,0.0344436723982645,-0.110882731128399,-0.0903808788343334,0.215845789066834,0.216521534543751,-0.260581791945363,-0.268108346384923,-0.523594239963294,-0.555960007066163,0.115172405796696,0.387785258265311,-0.380768394056905,0.56461081927025,0.737861305456951,-0.628057816871266,0.436468905044187,0.0262494869208026,0.12540502884778,0.57268371891418,-0.379553576754716,-0.652801440673208,-0.532974781451125,-0.407774056088656,-0.357344797802279,-0.148505178752422,0.000370735542744304,-0.288602781744479,-0.460308894743485,0.495424899249216,0.49736735437342,0.110596892064275,0.448735377774005,-0.188974019337416,0.876983578388738,-0.115260523478013,0.072533433208714,-0.912728110970616,0.188497038419986,0.516262744079453,-0.0988131547714891,-0.151858516121522,-0.12430027447457,0.00562583335019095,0.120497046554974,0.296756961620413,0.228964048778215,0.53548504747577,-0.0547027668769723,0.175086521936594,0.239540080035746,0.23691365357006,0.173649145332138,-0.039600141158194,0.112529379951718,0.0859014844772122,0.172545577361831,0.212500923430623,0.369101969364413,0.349510342839472,0.402003044169324,0.318498423537576,0.106947516051938,0.0515290357672048,0.0184947714985601,0.201471195238865,0.165777886723446,0.437294959025853,0.019084940553018,-0.305873359167394,-0.167582645714759,-0.192813443028794,-0.271020162539979,-0.287819206348824,-0.0588562897968251,1.2741465982235,0.551930589437765,0.575231356944946,-0.271047496439005,-0.251141471110657,0.136838635387655,-0.129918688424667,0.099154786622821,0.521718144787706,0.426547114141237,-0.361704261015825,0.678009617851624,-0.291678258088304,0.584587799340647,0.562134942973329,0.510242444054503,0.672711960187205,0.160111191114275,0.327835145774377,0.120562191311278,0.137913117516926,0.718909894346934,0.0448428138401058,0.629726572464476,0.0195162918343797,-0.368923777641028,0.0981802104301582,-0.954515755776267,0.907778752007603,-0.0815991572550677,0.234859792005772,0.485409182087578,0.133035965883316,0.725274492587047
"196709",2.25473453232558,-0.653542440323873,0.516584045466389,0.625623421373005,0.512859118626699,0.700392940625346,-0.893147188710792,-0.121971004241239,0.150219514152804,0.300358294426837,0.250452929386682,0.322190519760381,-0.064495209911079,-0.244982177022936,-0.271613057363034,-1.39956641883698,0.4832569509743,0.453974235370319,0.636577146311557,-0.706483628190827,0.611720757742766,1.03460759118518,0.3944188369801,0.286492738601262,-0.185666021255256,0.0350797575723992,0.325448979384054,0.60576390874645,0.281157772346771,0.182039087022121,-0.964671042684971,0.256437774916235,-0.773405603885265,-1.17182370805075,-0.253290333211278,0.615774367143344,0.548319237090316,-0.143832932502649,-0.418011679552597,0.413400863753874,-0.543344538520011,-0.238382114851868,-0.428046575154611,0.210179383451446,-0.0492837549180925,0.244083713824182,0.186290020716127,-0.68424289175247,0.514248050152037,-0.197354622195444,0.364173951528688,0.264934759205908,0.835388585766563,-0.755508878874478,-0.150650075020895,-0.0233971289690482,0.372541286439526,0.305332550671888,-0.617020777073718,0.0206222029106281,-0.286512658116666,-0.602598324229491,-0.221826918229506,1.04906911520656,0.0735662067831534,0.313609604814244,0.259920789500987,0.351170302505495,-0.0667841153446359,0.245726903579659,0.0116249552344629,0.00118908227177606,0.347589902965728,-0.244222220243079,-0.438054534900019,-0.171167185064375,-0.0136858202478613,-0.285521086249081,-0.399002319155641,-0.273601234032459,1.01640923713962,0.389599972140905,-1.45900426140672,0.411992194587288,0.881888990225944,-0.239339677527323,-0.443872406714014,-0.413319727950495,-1.35763824889,-0.809807883482963,0.0484005603308887,-0.498018656171824,1.07817993459464,-0.899068924420073,-0.202982060072457,-0.807620054084111,0.0866071933070569,-1.10242382406573,0.358866017905076,-0.2478340040501,-0.282895040953694,-0.514587800308729,0.585349526074043,-0.340870766336908,-0.686505982751334,0.723799276196639,-0.173775920501872,-0.994287245600278,-0.113255166112831,0.00506827063696075,0.795913739575116,-0.8427242744576,0.0886906439222106,-0.475179839970824
"196710",0.976005113259743,-0.853235963756167,1.22783217585202,1.70155677000375,1.63475548657447,-0.770414378583484,-1.2137196347967,-0.829945927931664,-0.00494565377080096,0.229801982612522,0.232167274064474,1.52119595374709,0.378312627749314,0.63518843071619,0.576750035376521,-1.17294280550604,2.69138634071594,1.19285769098744,0.0152928444962776,-1.51852409497547,1.76140045126312,-0.226456205287096,-0.0752304882884857,0.0871699018368309,-2.04423637805942,1.55690458775188,1.05176660534323,1.74052160363768,1.65925011606364,1.50392218684894,-1.34590868689073,-0.0285837103455859,-0.984264267989343,-1.07972871179051,-1.69042523701977,-0.770015504397293,-0.772249952181086,0.444418117556706,-0.131781274448932,-2.87580283405829,-0.73089022935092,-0.380062315084363,-1.74081424380332,-0.668231076021883,0.236717758974591,1.3382586471475,-0.142707504384141,0.255229530172502,0.533868143960828,-0.812844851526427,-0.777332151011879,-0.754599151035314,0.571518680318512,-1.07219372108564,-0.440600301749048,-0.691761430653297,-0.993563131593498,-0.868356999456123,-0.526842806860066,-0.657589379392586,-0.802661161969348,-0.283671948520702,-0.393050535762202,-0.781658210709585,-0.0523337884331295,-1.52161694495252,-1.24295096281136,-1.00799764421283,-1.02609392723309,-0.202473002494317,-0.158166660369076,-0.202025077974753,-1.10148824584814,-0.736357435806122,-0.339156009561363,0.816014951819781,0.975925773287896,0.834790857352127,0.839920632314706,-0.83531422912383,-1.28452836351919,-1.19255561651494,-2.58915983930209,-1.82379091170098,-0.653934880727458,-0.164843475782529,1.44596759316055,0.0447402547255008,-1.78725530644145,-0.445975079407407,1.40845986711233,-0.971689219924635,-0.194095902047769,-1.88852799728764,-2.01348334556105,-2.85034477801232,-1.61349828719404,-2.31734305488944,-0.367086116482745,-0.265219941334051,0.177791179196037,-0.307214225090115,-1.07834628656855,-0.038033666271952,0.503142958027457,0.562815924465118,-0.677335969915857,0.768316372817114,0.422168994173383,-0.285137151760865,0.172882902448693,-1.11239604228403,0.447887751807163,-1.31049597970901
